OWNER_NAME,Borough,Latitude,Longitude
LINCOLN ATLANTIC MOTOR INN,QUEENS,40.700216,-73.814905
"PRIDE HOSPITALITY, LLC",QUEENS,40.699498,-73.810994
PRIDE MANAGEMENT LLC,QUEENS,40.699378,-73.811417
HARIOHM REALTY LLC,QUEENS,40.697873,-73.81048
"PRIDE VENTURES, LLC",QUEENS,40.69815,-73.807193
90-75 SUTPHIN REALTY LLC,QUEENS,40.701675,-73.807908
PRIDE HOTEL LLC,QUEENS,40.701218,-73.805078
"ARCHER AVE REALTY DE, LLC",QUEENS,40.700999,-73.8058
144 INVESTORS LLC,QUEENS,40.692753,-73.808688
WALTHAM HOTEL LLC,QUEENS,40.696982,-73.806454
MP HOSPITALITY LLC,QUEENS,40.697049,-73.805621
"AIH GROUP, LLC",QUEENS,40.697112,-73.805635
147TH PLACE LLC,QUEENS,40.697375,-73.80487
"LIBERTY TUCK, LLC.",QUEENS,40.700017,-73.801284
"AHI GROUP, LLC",QUEENS,40.705423,-73.78234
HOLLIS HOSPITALITY LLC,QUEENS,40.708924,-73.777116
"ULTIMATE HOSPITALITY GROUP, LLC",QUEENS,40.719098,-73.734052
PEACHTREE MANAGEMENT LLC,QUEENS,40.712274,-73.731785
PATKIN HOLDING LLC,QUEENS,40.672059,-73.843913
SUPERIOR REDDING HOLDING LLC,QUEENS,40.672059,-73.843913
MAHALAXMI INN CORP,QUEENS,40.671371,-73.842985
SUPERIOR VAN WYCK HOTEL LLC,QUEENS,40.68386,-73.806744
AUM SIDHDHY VINKAYAK HOSPITALITY LLC,QUEENS,40.677107,-73.825194
STAR CANYON LLC,QUEENS,40.666023,-73.805798
MLT CANYON LLC  C/O J,QUEENS,40.666198,-73.807246
IDLEWILD REALTY LLC,QUEENS,40.667788,-73.799719
"JFK HOTEL OWNER, LLC",QUEENS,40.667832,-73.798114
135TH AVENUE JFK PROPERTY LLC,QUEENS,40.668289,-73.79599
JFK,QUEENS,40.667227,-73.794122
UNAVAILABLE OWNER,QUEENS,40.668289,-73.79599
"ASAP 135TH AVE JAMAICA, LLC",QUEENS,40.668275,-73.7959
"JFK LAND ACQUISITION, L.P.",QUEENS,40.667485,-73.786869
MAYA ESTATE LLC,QUEENS,40.667546,-73.782914
CRANSTON HOTEL LLC,QUEENS,40.668249,-73.783114
RISINGSAM ROCKAWAY LLC,QUEENS,40.668834,-73.781886
CROWN MOTOR INN L P C,QUEENS,40.668119,-73.781153
"AMERICAN PROSPERITY, LLC",QUEENS,40.668284,-73.781322
"115 AVE REALTY, LLC",QUEENS,40.687452,-73.784883
UNIVERSAL HOTEL LLC,QUEENS,40.6603,-73.767695
"BRISAM JFK, LLC",QUEENS,40.640284,-73.743537
MPJ ENTERPRISES INC,QUEENS,40.650177,-73.837636
PUSHPA HOLDING LLC,QUEENS,40.666087,-73.784973
"STERLING & CIE, LLC",QUEENS,40.666104,-73.784955
STERLING & CIE LLC,QUEENS,40.66641,-73.784662
"MASTRONARDI, VINCENZO",QUEENS,40.665671,-73.784038
ROYAL YORK EQUITIESCORP,QUEENS,40.666592,-73.782038
NBS NY LLC,QUEENS,40.666673,-73.779878
1025 BEACH LLC,QUEENS,40.602993,-73.753961
SUPERIOR BEACH 21ST LLC,QUEENS,40.602928,-73.75398
"BEACH 22, LLC",QUEENS,40.60397,-73.754739
UNAVAILABLE OWNER,QUEENS,40.593723,-73.774761
ROCKAWAY HOTEL OWNER LLC,QUEENS,40.581834,-73.830051
D.PIPER ENTERPRISES INC.,QUEENS,40.579495,-73.834939
160 BEACH 116TH RLTYCP,QUEENS,40.578937,-73.836686
5 BAY STREET PHASE 3 LLC,STATEN IS,40.6415,-74.075734
SMA REALTY ASSOCIATES,STATEN IS,40.640179,-74.076597
WAGNER COLLEGE,STATEN IS,40.612357,-74.092035
"VICTORY HOSPITALITY, LLC",STATEN IS,40.608515,-74.147014
NICOTRA 1100 LLC,STATEN IS,40.612403,-74.17549
NICOTRA HOTEL I LLC,STATEN IS,40.612474,-74.175436
RUPSON OF HYDE PARK INC.,STATEN IS,40.587016,-74.191359
K.K. SANKAR MAHADEV CORP.,STATEN IS,40.586823,-74.191527
AKASH HOTELS LLC,STATEN IS,40.586631,-74.1917
OB HARBOR HOUSE LLC,STATEN IS,40.615575,-74.063231
"BHADRIKA, L.L.C.",STATEN IS,40.608109,-74.076326
R A J MOTEL INC,STATEN IS,40.597368,-74.084913
630 MIDLAND CORP,STATEN IS,40.571192,-74.091057
A GUDDEMI,STATEN IS,40.515283,-74.194552
JOHN VINCENT SCALIA,STATEN IS,40.553824,-74.216904
M & R ENTERPRISES OF,STATEN IS,40.533481,-74.224756
100-110 SOUTH BRIDGE LLC,STATEN IS,40.525055,-74.237788
